Sheet Number;Sheet Name;GEN_ViewSubgroup;SHE_DisciplineBuildingZone
SFVA-1-00121-EL-F-02249-E1-D2-IDOM-DD.09;MEP. (CP1). Busbars. General Arrangement. Level +5.50;200_ELECTRICAL_BUSBAR;MEP. Cell Production 1 (CP1)
SFVA-1-00121-EL-F-02249-E1-D2-IDOM-DD.10;MEP. (CP1). Busbars. General Arrangement. Level +5.50;200_ELECTRICAL_BUSBAR;MEP. Cell Production 1 (CP1)
SFVA-1-00121-EL-F-02249-E1-D2-IDOM-DD.11;MEP. (CP1). Busbars. General Arrangement. Level +5.50;200_ELECTRICAL_BUSBAR;MEP. Cell Production 1 (CP1)
SFVA-1-00121-EL-F-02249-E1-D2-IDOM-DD.12;MEP. (CP1). Busbars. General Arrangement. Level +5.50;200_ELECTRICAL_BUSBAR;MEP. Cell Production 1 (CP1)
SFVA-1-00121-EL-F-02249-E1-D2-IDOM-DD.13;MEP. (CP1). Busbars. General Arrangement. Level +5.50;200_ELECTRICAL_BUSBAR;MEP. Cell Production 1 (CP1)
SFVA-1-00121-EL-F-02248-EG-D2-IDOM-DD.02;MEP. (CP1). Busbars. General Arrangement. Ground Floor +0.00;200_ELECTRICAL_BUSBAR;MEP. Cell Production 1 (CP1)
SFVA-1-00121-EL-F-02248-EG-D2-IDOM-DD.03;MEP. (CP1). Busbars. General Arrangement. Ground Floor +0.00;200_ELECTRICAL_BUSBAR;MEP. Cell Production 1 (CP1)
SFVA-1-00121-EL-F-02248-EG-D2-IDOM-DD.06;MEP. (CP1). Busbars. General Arrangement. Ground Floor +0.00;200_ELECTRICAL_BUSBAR;MEP. Cell Production 1 (CP1)
SFVA-1-00121-EL-F-02248-EG-D2-IDOM-DD.05;MEP. (CP1). Busbars. General Arrangement. Ground Floor +0.00;200_ELECTRICAL_BUSBAR;MEP. Cell Production 1 (CP1)
SFVA-1-00121-EL-F-02248-EG-D2-IDOM-DD.04;MEP. (CP1). Busbars. General Arrangement. Ground Floor +0.00;200_ELECTRICAL_BUSBAR;MEP. Cell Production 1 (CP1)
SFVA-1-00121-EL-F-02248-EG-D2-IDOM-DD.07;MEP. (CP1). Busbars. General Arrangement. Ground Floor +0.00;200_ELECTRICAL_BUSBAR;MEP. Cell Production 1 (CP1)
SFVA-1-00121-EL-F-02248-EG-D2-IDOM-DD.08;MEP. (CP1). Busbars. General Arrangement. Ground Floor +0.00;200_ELECTRICAL_BUSBAR;MEP. Cell Production 1 (CP1)
SFVA-1-00121-EL-F-02248-EG-D2-IDOM-DD.09;MEP. (CP1). Busbars. General Arrangement. Ground Floor +0.00;200_ELECTRICAL_BUSBAR;MEP. Cell Production 1 (CP1)
SFVA-1-00121-EL-F-02248-EG-D2-IDOM-DD.10;MEP. (CP1). Busbars. General Arrangement. Ground Floor +0.00;200_ELECTRICAL_BUSBAR;MEP. Cell Production 1 (CP1)
SFVA-1-00121-EL-F-02248-EG-D2-IDOM-DD.11;MEP. (CP1). Busbars. General Arrangement. Ground Floor +0.00;200_ELECTRICAL_BUSBAR;MEP. Cell Production 1 (CP1)
SFVA-1-00121-EL-F-02248-EG-D2-IDOM-DD.12;MEP. (CP1). Busbars. General Arrangement. Ground Floor +0.00;200_ELECTRICAL_BUSBAR;MEP. Cell Production 1 (CP1)
SFVA-1-00121-EL-F-02248-EG-D2-IDOM-DD.13;MEP. (CP1). Busbars. General Arrangement. Ground Floor +0.00;200_ELECTRICAL_BUSBAR;MEP. Cell Production 1 (CP1)
SFVA-1-00121-EL-F-04312-M1-D2-IDOM-DD.02;MEP. (CP1). Busbars. General Arrangement. Level +9.10;200_ELECTRICAL_BUSBAR;MEP. Cell Production 1 (CP1)
SFVA-1-00121-EL-F-04312-M1-D2-IDOM-DD.03;MEP. (CP1). Busbars. General Arrangement. Level +9.10;200_ELECTRICAL_BUSBAR;MEP. Cell Production 1 (CP1)
SFVA-1-00121-EL-F-04312-M1-D2-IDOM-DD.04;MEP. (CP1). Busbars. General Arrangement. Level +9.10;200_ELECTRICAL_BUSBAR;MEP. Cell Production 1 (CP1)
SFVA-1-00121-EL-F-04312-M1-D2-IDOM-DD.05;MEP. (CP1). Busbars. General Arrangement. Level +9.10;200_ELECTRICAL_BUSBAR;MEP. Cell Production 1 (CP1)
SFVA-1-00121-EL-F-04312-M1-D2-IDOM-DD.06;MEP. (CP1). Busbars. General Arrangement. Level +9.10;200_ELECTRICAL_BUSBAR;MEP. Cell Production 1 (CP1)
SFVA-1-00121-EL-F-04312-M1-D2-IDOM-DD.12;MEP. (CP1). Busbars. General Arrangement. Level +9.10;200_ELECTRICAL_BUSBAR;MEP. Cell Production 1 (CP1)
SFVA-1-00121-EL-F-04312-M1-D2-IDOM-DD.09;MEP. (CP1). Busbars. General Arrangement. Level +9.10;200_ELECTRICAL_BUSBAR;MEP. Cell Production 1 (CP1)
SFVA-1-00121-EL-F-04312-M1-D2-IDOM-DD.10;MEP. (CP1). Busbars. General Arrangement. Level +9.10;200_ELECTRICAL_BUSBAR;MEP. Cell Production 1 (CP1)
SFVA-1-00121-EL-F-04312-M1-D2-IDOM-DD.11;MEP. (CP1). Busbars. General Arrangement. Level +9.10;200_ELECTRICAL_BUSBAR;MEP. Cell Production 1 (CP1)
SFVA-1-00121-EL-F-04312-M1-D2-IDOM-DD.07;MEP. (CP1). Busbars. General Arrangement. Level +9.10;200_ELECTRICAL_BUSBAR;MEP. Cell Production 1 (CP1)
SFVA-1-00121-EL-F-04313-M2-D2-IDOM-DD.01;MEP. (CP1). Busbars. General Arrangement. Level +15.50 - 1/200;200_ELECTRICAL_BUSBAR;MEP. Cell Production 1 (CP1)
SFVA-1-00121-EL-F-04313-M2-D2-IDOM-DD.02;MEP. (CP1). Busbars. General Arrangement. Level +15.50;200_ELECTRICAL_BUSBAR;MEP. Cell Production 1 (CP1)
SFVA-1-00121-EL-F-04313-M2-D2-IDOM-DD.03;MEP. (CP1). Busbars. General Arrangement. Level +15.50;200_ELECTRICAL_BUSBAR;MEP. Cell Production 1 (CP1)
SFVA-1-00121-EL-F-04313-M2-D2-IDOM-DD.04;MEP. (CP1). Busbars. General Arrangement. Level +15.50;200_ELECTRICAL_BUSBAR;MEP. Cell Production 1 (CP1)
SFVA-1-00121-EL-F-04313-M2-D2-IDOM-DD.05;MEP. (CP1). Busbars. General Arrangement. Level +15.50;200_ELECTRICAL_BUSBAR;MEP. Cell Production 1 (CP1)
SFVA-1-00121-EL-F-04313-M2-D2-IDOM-DD.06;MEP. (CP1). Busbars. General Arrangement. Level +15.50;200_ELECTRICAL_BUSBAR;MEP. Cell Production 1 (CP1)
SFVA-1-00121-EL-F-04313-M2-D2-IDOM-DD.07;MEP. (CP1). Busbars. General Arrangement. Level +15.50;200_ELECTRICAL_BUSBAR;MEP. Cell Production 1 (CP1)
SFVA-1-00121-EL-F-04313-M2-D2-IDOM-DD.12;MEP. (CP1). Busbars. General Arrangement. Level +15.50;200_ELECTRICAL_BUSBAR;MEP. Cell Production 1 (CP1)
SFVA-1-00121-EL-F-04313-M2-D2-IDOM-DD.13;MEP. (CP1). Busbars. General Arrangement. Level +15.50;200_ELECTRICAL_BUSBAR;MEP. Cell Production 1 (CP1)
SFVA-1-00121-EL-F-04313-M2-D2-IDOM-DD.11;MEP. (CP1). Busbars. General Arrangement. Level +15.50;200_ELECTRICAL_BUSBAR;MEP. Cell Production 1 (CP1)
SFVA-1-00121-EL-F-04313-M2-D2-IDOM-DD.08;MEP. (CP1). Busbars. General Arrangement. Level +15.50;200_ELECTRICAL_BUSBAR;MEP. Cell Production 1 (CP1)
SFVA-1-00121-EL-F-04313-M2-D2-IDOM-DD.09;MEP. (CP1). Busbars. General Arrangement. Level +15.50;200_ELECTRICAL_BUSBAR;MEP. Cell Production 1 (CP1)
SFVA-1-00121-EL-F-04312-M1-D2-IDOM-DD.08;MEP. (CP1). Busbars. General Arrangement. Level +9.10;200_ELECTRICAL_BUSBAR;MEP. Cell Production 1 (CP1)
SFVA-1-00121-EL-F-04312-M2-D2-IDOM-DD.13;MEP. (CP1). Busbars. General Arrangement. Level +9.10;200_ELECTRICAL_BUSBAR;MEP. Cell Production 1 (CP1)
SFVA-1-00121-EL-S-04349-G0-D2-IDOM-DD.01;MEP. (CP1). Busbars. General Arrangement. Sections;200_ELECTRICAL_BUSBAR;MEP. Cell Production 1 (CP1)
SFVA-1-00121-EL-S-04349-G0-D2-IDOM-DD.02;MEP. (CP1). Busbars. General Arrangement. Sections;200_ELECTRICAL_BUSBAR;MEP. Cell Production 1 (CP1)
SFVA-1-00121-EL-F-04313-M2-D2-IDOM-DD.10;MEP. (CP1). Busbars. General Arrangement. Level +15.50;200_ELECTRICAL_BUSBAR;MEP. Cell Production 1 (CP1)
SFVA-1-00121-EL-F-02226-E1-D2-IDOM-DD.01;MEP. (CP1). Cable trays. General Arrangement. Level +5.50 - 1/200;200_ELECTRICAL_CABLE TRAY;MEP. Cell Production 1 (CP1)
SFVA-1-00121-EL-F-02226-E1-D2-IDOM-DD.04;MEP. (CP1). Cable trays. General Arrangement. Level +5.50;200_ELECTRICAL_CABLE TRAY;MEP. Cell Production 1 (CP1)
SFVA-1-00121-EL-F-02226-E1-D2-IDOM-DD.06;MEP. (CP1). Cable trays. General Arrangement. Level +5.50;200_ELECTRICAL_CABLE TRAY;MEP. Cell Production 1 (CP1)
SFVA-1-00121-EL-F-02226-E1-D2-IDOM-DD.08;MEP. (CP1). Cable trays. General Arrangement. Level +5.50;200_ELECTRICAL_CABLE TRAY;MEP. Cell Production 1 (CP1)
SFVA-1-00121-EL-F-02226-E1-D2-IDOM-DD.10;MEP. (CP1). Cable trays. General Arrangement. Level +5.50;200_ELECTRICAL_CABLE TRAY;MEP. Cell Production 1 (CP1)
SFVA-1-00121-EL-F-02226-E1-D2-IDOM-DD.12;MEP. (CP1). Cable trays. General Arrangement. Level +5.50;200_ELECTRICAL_CABLE TRAY;MEP. Cell Production 1 (CP1)
SFVA-1-00121-EL-F-02225-EG-D2-IDOM-DD.01;MEP. (CP1). Cable trays. General Arrangement. Ground Floor +0.00 - 1/200;200_ELECTRICAL_CABLE TRAY;MEP. Cell Production 1 (CP1)
SFVA-1-00121-EL-F-02225-EG-D2-IDOM-DD.02;MEP. (CP1). Cable trays. General Arrangement. Ground Floor +0.00;200_ELECTRICAL_CABLE TRAY;MEP. Cell Production 1 (CP1)
SFVA-1-00121-EL-F-02225-EG-D2-IDOM-DD.04;MEP. (CP1). Cable trays. General Arrangement. Ground Floor +0.00;200_ELECTRICAL_CABLE TRAY;MEP. Cell Production 1 (CP1)
SFVA-1-00121-EL-F-02225-EG-D2-IDOM-DD.06;MEP. (CP1). Cable trays. General Arrangement. Ground Floor +0.00;200_ELECTRICAL_CABLE TRAY;MEP. Cell Production 1 (CP1)
SFVA-1-00121-EL-F-02225-EG-D2-IDOM-DD.08;MEP. (CP1). Cable trays. General Arrangement. Ground Floor +0.00;200_ELECTRICAL_CABLE TRAY;MEP. Cell Production 1 (CP1)
SFVA-1-00121-EL-F-02225-EG-D2-IDOM-DD.10;MEP. (CP1). Cable trays. General Arrangement. Ground Floor +0.00;200_ELECTRICAL_CABLE TRAY;MEP. Cell Production 1 (CP1)
SFVA-1-00121-EL-F-02225-EG-D2-IDOM-DD.12;MEP. (CP1). Cable trays. General Arrangement. Ground Floor +0.00;200_ELECTRICAL_CABLE TRAY;MEP. Cell Production 1 (CP1)
SFVA-1-00121-EL-F-02228-M1-D2-IDOM-DD.01;MEP. (CP1). Cable trays. General Arrangement. Level +9.10 - 1/200;200_ELECTRICAL_CABLE TRAY;MEP. Cell Production 1 (CP1)
SFVA-1-00121-EL-F-02228-M1-D2-IDOM-DD.02;MEP. (CP1). Cable trays. General Arrangement. Level +9.10;200_ELECTRICAL_CABLE TRAY;MEP. Cell Production 1 (CP1)
SFVA-1-00121-EL-F-02228-M1-D2-IDOM-DD.04;MEP. (CP1). Cable trays. General Arrangement. Level +9.10;200_ELECTRICAL_CABLE TRAY;MEP. Cell Production 1 (CP1)
SFVA-1-00121-EL-F-02228-M1-D2-IDOM-DD.06;MEP. (CP1). Cable trays. General Arrangement. Level +9.10;200_ELECTRICAL_CABLE TRAY;MEP. Cell Production 1 (CP1)
SFVA-1-00121-EL-F-02228-M1-D2-IDOM-DD.08;MEP. (CP1). Cable trays. General Arrangement. Level +9.10;200_ELECTRICAL_CABLE TRAY;MEP. Cell Production 1 (CP1)
SFVA-1-00121-EL-F-02228-M1-D2-IDOM-DD.10;MEP. (CP1). Cable trays. General Arrangement. Level +9.10;200_ELECTRICAL_CABLE TRAY;MEP. Cell Production 1 (CP1)
SFVA-1-00121-EL-F-02228-M1-D2-IDOM-DD.12;MEP. (CP1). Cable trays. General Arrangement. Level +9.10;200_ELECTRICAL_CABLE TRAY;MEP. Cell Production 1 (CP1)
SFVA-1-00121-EL-F-02226-E1-D2-IDOM-DD.02;MEP. (CP1). Cable trays. General Arrangement. Level +5.50;200_ELECTRICAL_CABLE TRAY;MEP. Cell Production 1 (CP1)
SFVA-1-00121-EL-F-02225-EG-D2-IDOM-DD.03;MEP. (CP1). Cable trays. General Arrangement. Ground Floor +0.00;200_ELECTRICAL_CABLE TRAY;MEP. Cell Production 1 (CP1)
SFVA-1-00121-EL-F-02225-EG-D2-IDOM-DD.05;MEP. (CP1). Cable trays. General Arrangement. Ground Floor +0.00;200_ELECTRICAL_CABLE TRAY;MEP. Cell Production 1 (CP1)
SFVA-1-00121-EL-F-02225-EG-D2-IDOM-DD.07;MEP. (CP1). Cable trays. General Arrangement. Ground Floor +0.00;200_ELECTRICAL_CABLE TRAY;MEP. Cell Production 1 (CP1)
SFVA-1-00121-EL-F-02225-EG-D2-IDOM-DD.09;MEP. (CP1). Cable trays. General Arrangement. Ground Floor +0.00;200_ELECTRICAL_CABLE TRAY;MEP. Cell Production 1 (CP1)
SFVA-1-00121-EL-F-02225-EG-D2-IDOM-DD.11;MEP. (CP1). Cable trays. General Arrangement. Ground Floor +0.00;200_ELECTRICAL_CABLE TRAY;MEP. Cell Production 1 (CP1)
SFVA-1-00121-EL-F-02225-EG-D2-IDOM-DD.13;MEP. (CP1). Cable trays. General Arrangement. Ground Floor +0.00;200_ELECTRICAL_CABLE TRAY;MEP. Cell Production 1 (CP1)
SFVA-1-00121-EL-F-02226-E1-D2-IDOM-DD.03;MEP. (CP1). Cable trays. General Arrangement. Level +5.50;200_ELECTRICAL_CABLE TRAY;MEP. Cell Production 1 (CP1)
SFVA-1-00121-EL-F-02226-E1-D2-IDOM-DD.05;MEP. (CP1). Cable trays. General Arrangement. Level +5.50;200_ELECTRICAL_CABLE TRAY;MEP. Cell Production 1 (CP1)
SFVA-1-00121-EL-F-02226-E1-D2-IDOM-DD.07;MEP. (CP1). Cable trays. General Arrangement. Level +5.50;200_ELECTRICAL_CABLE TRAY;MEP. Cell Production 1 (CP1)
SFVA-1-00121-EL-F-02226-E1-D2-IDOM-DD.09;MEP. (CP1). Cable trays. General Arrangement. Level +5.50;200_ELECTRICAL_CABLE TRAY;MEP. Cell Production 1 (CP1)
SFVA-1-00121-EL-F-02226-E1-D2-IDOM-DD.11;MEP. (CP1). Cable trays. General Arrangement. Level +5.50;200_ELECTRICAL_CABLE TRAY;MEP. Cell Production 1 (CP1)
SFVA-1-00121-EL-F-02226-E1-D2-IDOM-DD.13;MEP. (CP1). Cable trays. General Arrangement. Level +5.50;200_ELECTRICAL_CABLE TRAY;MEP. Cell Production 1 (CP1)
SFVA-1-00121-EL-F-02228-M1-D2-IDOM-DD.03;MEP. (CP1). Cable trays. General Arrangement. Level +9.10;200_ELECTRICAL_CABLE TRAY;MEP. Cell Production 1 (CP1)
SFVA-1-00121-EL-F-02228-M1-D2-IDOM-DD.05;MEP. (CP1). Cable trays. General Arrangement. Level +9.10;200_ELECTRICAL_CABLE TRAY;MEP. Cell Production 1 (CP1)
SFVA-1-00121-EL-F-02228-M1-D2-IDOM-DD.07;MEP. (CP1). Cable trays. General Arrangement. Level +9.10;200_ELECTRICAL_CABLE TRAY;MEP. Cell Production 1 (CP1)
SFVA-1-00121-EL-F-02228-M1-D2-IDOM-DD.09;MEP. (CP1). Cable trays. General Arrangement. Level +9.10;200_ELECTRICAL_CABLE TRAY;MEP. Cell Production 1 (CP1)
SFVA-1-00121-EL-F-02228-M1-D2-IDOM-DD.13;MEP. (CP1). Cable trays. General Arrangement. Level +9.10;200_ELECTRICAL_CABLE TRAY;MEP. Cell Production 1 (CP1)
SFVA-1-00121-EL-F-02228-M1-D2-IDOM-DD.11;MEP. (CP1). Cable trays. General Arrangement. Level +9.10;200_ELECTRICAL_CABLE TRAY;MEP. Cell Production 1 (CP1)
SFVA-1-00121-EL-F-02230-E3-D2-IDOM-DD.03;MEP. (CP1). Cable trays. General Arrangement. Level +15.50;200_ELECTRICAL_CABLE TRAY;MEP. Cell Production 1 (CP1)
SFVA-1-00121-EL-F-02230-E3-D2-IDOM-DD.02;MEP. (CP1). Cable trays. General Arrangement. Level +15.50;200_ELECTRICAL_CABLE TRAY;MEP. Cell Production 1 (CP1)
SFVA-1-00121-EL-F-02230-E3-D2-IDOM-DD.05;MEP. (CP1). Cable trays. General Arrangement. Level +15.50;200_ELECTRICAL_CABLE TRAY;MEP. Cell Production 1 (CP1)
SFVA-1-00121-EL-F-02230-E3-D2-IDOM-DD.04;MEP. (CP1). Cable trays. General Arrangement. Level +15.50;200_ELECTRICAL_CABLE TRAY;MEP. Cell Production 1 (CP1)
SFVA-1-00121-EL-F-02230-E3-D2-IDOM-DD.07;MEP. (CP1). Cable trays. General Arrangement. Level +15.50;200_ELECTRICAL_CABLE TRAY;MEP. Cell Production 1 (CP1)
SFVA-1-00121-EL-F-02230-E3-D2-IDOM-DD.06;MEP. (CP1). Cable trays. General Arrangement. Level +15.50;200_ELECTRICAL_CABLE TRAY;MEP. Cell Production 1 (CP1)
SFVA-1-00121-EL-F-02230-E3-D2-IDOM-DD.09;MEP. (CP1). Cable trays. General Arrangement. Level +15.50;200_ELECTRICAL_CABLE TRAY;MEP. Cell Production 1 (CP1)
SFVA-1-00121-EL-F-02230-E3-D2-IDOM-DD.08;MEP. (CP1). Cable trays. General Arrangement. Level +15.50;200_ELECTRICAL_CABLE TRAY;MEP. Cell Production 1 (CP1)
SFVA-1-00121-EL-F-02230-E3-D2-IDOM-DD.11;MEP. (CP1). Cable trays. General Arrangement. Level +15.50;200_ELECTRICAL_CABLE TRAY;MEP. Cell Production 1 (CP1)
SFVA-1-00121-EL-F-02230-E3-D2-IDOM-DD.10;MEP. (CP1). Cable trays. General Arrangement. Level +15.50;200_ELECTRICAL_CABLE TRAY;MEP. Cell Production 1 (CP1)
SFVA-1-00121-EL-F-02230-E3-D2-IDOM-DD.13;MEP. (CP1). Cable trays. General Arrangement. Level +15.50;200_ELECTRICAL_CABLE TRAY;MEP. Cell Production 1 (CP1)
SFVA-1-00121-EL-F-02230-E3-D2-IDOM-DD.12;MEP. (CP1). Cable trays. General Arrangement. Level +15.50;200_ELECTRICAL_CABLE TRAY;MEP. Cell Production 1 (CP1)
SFVA-1-00121-EL-F-02230-E3-D2-IDOM-DD.01;MEP. (CP1). Cable trays. General Arrangement. Level +15.50 - 1/200;200_ELECTRICAL_CABLE TRAY;MEP. Cell Production 1 (CP1)
SFVA-1-00121-EL-S-04344-G0-D2-IDOM-DD.00;MEP. (CP1). Cable trays. General Arrangement. Sections;200_ELECTRICAL_CABLE TRAY;MEP. Cell Production 1 (CP1)
SFVA-1-00121-EL-F-02179-E1-A3-IDOM-DD.01;MEP. CP1 Building. Electrical rooms. General Arrangement. Level +5.50;200_ELECTRICAL_EQUIPMENT;MEP. Cell Production 1 (CP1)
SFVA-1-00121-EL-F-02179-E1-A3-IDOM-DD.02;MEP. CP1 Building. Electrical rooms. General Arrangement. Level +5.50;200_ELECTRICAL_EQUIPMENT;MEP. Cell Production 1 (CP1)
SFVA-1-00121-EL-F-02179-E1-A3-IDOM-DD.05;MEP. CP1 Building. Electrical rooms. General Arrangement. Level +5.50;200_ELECTRICAL_EQUIPMENT;MEP. Cell Production 1 (CP1)
SFVA-1-00121-EL-F-02179-E1-A3-IDOM-DD.08;MEP. CP1 Building. Electrical rooms. General Arrangement. Level +5.50;200_ELECTRICAL_EQUIPMENT;MEP. Cell Production 1 (CP1)
SFVA-1-00121-EL-F-02179-E1-A3-IDOM-DD.11;MEP. CP1 Building. Electrical rooms. General Arrangement. Level +5.50;200_ELECTRICAL_EQUIPMENT;MEP. Cell Production 1 (CP1)
SFVA-1-00121-EL-F-02179-E1-A3-IDOM-DD.14;MEP. CP1 Building. Electrical rooms. General Arrangement. Level +5.50;200_ELECTRICAL_EQUIPMENT;MEP. Cell Production 1 (CP1)
SFVA-1-00121-EL-F-02179-E1-A3-IDOM-DD.17;MEP. CP1 Building. Electrical rooms. General Arrangement. Level +5.50;200_ELECTRICAL_EQUIPMENT;MEP. Cell Production 1 (CP1)
SFVA-1-00121-EL-F-02179-E1-A3-IDOM-DD.03;MEP. CP1 Building. Electrical rooms. General Arrangement. Level +5.50;200_ELECTRICAL_EQUIPMENT;MEP. Cell Production 1 (CP1)
SFVA-1-00121-EL-F-02179-E1-A3-IDOM-DD.06;MEP. CP1 Building. Electrical rooms. General Arrangement. Level +5.50;200_ELECTRICAL_EQUIPMENT;MEP. Cell Production 1 (CP1)
SFVA-1-00121-EL-F-02179-E1-A3-IDOM-DD.09;MEP. CP1 Building. Electrical rooms. General Arrangement. Level +5.50;200_ELECTRICAL_EQUIPMENT;MEP. Cell Production 1 (CP1)
SFVA-1-00121-EL-F-02179-E1-A3-IDOM-DD.12;MEP. CP1 Building. Electrical rooms. General Arrangement. Level +5.50;200_ELECTRICAL_EQUIPMENT;MEP. Cell Production 1 (CP1)
SFVA-1-00121-EL-F-02179-E1-A3-IDOM-DD.15;MEP. CP1 Building. Electrical rooms. General Arrangement. Level +5.50;200_ELECTRICAL_EQUIPMENT;MEP. Cell Production 1 (CP1)
SFVA-1-00121-EL-F-02179-E1-A3-IDOM-DD.18;MEP. CP1 Building. Electrical rooms. General Arrangement. Level +5.50;200_ELECTRICAL_EQUIPMENT;MEP. Cell Production 1 (CP1)
SFVA-1-00121-EL-F-02179-E1-A3-IDOM-DD.04;MEP. CP1 Building. Electrical rooms. General Arrangement. Level +5.50;200_ELECTRICAL_EQUIPMENT;MEP. Cell Production 1 (CP1)
SFVA-1-00121-EL-F-02179-E1-A3-IDOM-DD.07;MEP. CP1 Building. Electrical rooms. General Arrangement. Level +5.50;200_ELECTRICAL_EQUIPMENT;MEP. Cell Production 1 (CP1)
SFVA-1-00121-EL-F-02179-E1-A3-IDOM-DD.10;MEP. CP1 Building. Electrical rooms. General Arrangement. Level +5.50;200_ELECTRICAL_EQUIPMENT;MEP. Cell Production 1 (CP1)
SFVA-1-00121-EL-F-02179-E1-A3-IDOM-DD.13;MEP. CP1 Building. Electrical rooms. General Arrangement. Level +5.50;200_ELECTRICAL_EQUIPMENT;MEP. Cell Production 1 (CP1)
SFVA-1-00121-EL-F-02179-E1-A3-IDOM-DD.16;MEP. CP1 Building. Electrical rooms. General Arrangement. Level +5.50;200_ELECTRICAL_EQUIPMENT;MEP. Cell Production 1 (CP1)
SFVA-1-00121-EL-F-02179-E1-A3-IDOM-DD.19;MEP. CP1 Building. Electrical rooms. General Arrangement. Level +5.50;200_ELECTRICAL_EQUIPMENT;MEP. Cell Production 1 (CP1)
